codigo_cie,nombre,categoria,palabras_clave,sintomas
D0558,Conjuntivitis bacteriana,Enfermedades oftalmológicas,"['cáncer', 'problema cardíaco', 'epilepsia', 'depresión', 'alergia', 'asma']","['mareos', 'fiebre', 'sangrado', 'vómitos', 'confusión', 'dolor abdominal']"
D0559,Uveítis anterior,Enfermedades oftalmológicas,"['dolor', 'hipotiroidismo', 'inflamación', 'infección', 'ansiedad', 'colesterol']","['pérdida de memoria', 'náuseas', 'pérdida de apetito', 'sangrado', 'tos', 'fatiga']"
D0560,Retinopatía diabética no proliferativa,Enfermedades oftalmológicas,"['colesterol', 'ictus', 'diabetes', 'hipotiroidismo', 'azúcar en sangre', 'problema cardíaco']","['dolor torácico', 'dolor de cabeza', 'náuseas', 'dolor abdominal', 'hinchazón', 'diarrea']"
D0561,Desprendimiento de retina,Enfermedades oftalmológicas,"['cáncer', 'azúcar en sangre', 'epilepsia', 'presión alta', 'ictus', 'artritis']","['tos', 'confusión', 'diarrea', 'mareos', 'hinchazón', 'dolor de cabeza']"
D0562,Catarata nuclear,Enfermedades oftalmológicas,"['ictus', 'colesterol', 'diabetes', 'dolor', 'artritis', 'infección']","['pérdida de apetito', 'náuseas', 'dolor abdominal', 'pérdida de peso', 'problemas para dormir', 'fiebre']"
D0563,Glaucoma de ángulo abierto,Enfermedades oftalmológicas,"['asma', 'diabetes', 'azúcar en sangre', 'epilepsia', 'infección', 'cáncer']","['dolor abdominal', 'pérdida de apetito', 'dolor torácico', 'tos', 'náuseas', 'sangrado']"
D0564,Degeneración macular seca,Enfermedades oftalmológicas,"['ansiedad', 'ictus', 'inflamación', 'problema digestivo', 'azúcar en sangre', 'artritis']","['fatiga', 'dolor de cabeza', 'fiebre', 'hinchazón', 'dolor abdominal', 'dolor torácico']"
D0565,Conjuntivitis bacteriana,Enfermedades oftalmológicas,"['ictus', 'hipotiroidismo', 'presión alta', 'problema cardíaco', 'eczema', 'ataque al corazón']","['visión borrosa', 'dolor abdominal', 'fiebre', 'pérdida de peso', 'sangrado', 'tos']"
D0566,Uveítis anterior,Enfermedades oftalmológicas,"['cáncer', 'ansiedad', 'inflamación', 'asma', 'presión alta', 'dolor']","['hinchazón', 'visión borrosa', 'sangrado', 'problemas para dormir', 'dificultad para respirar', 'dolor torácico']"
D0567,Retinopatía diabética no proliferativa,Enfermedades oftalmológicas,"['alergia', 'presión alta', 'asma', 'depresión', 'ansiedad', 'dolor']","['dolor torácico', 'dolor abdominal', 'tos', 'visión borrosa', 'vómitos', 'dificultad para respirar']"
D0568,Desprendimiento de retina,Enfermedades oftalmológicas,"['depresión', 'diabetes', 'dolor', 'problema cardíaco', 'artritis', 'epilepsia']","['vómitos', 'dolor de cabeza', 'dolor abdominal', 'fatiga', 'pérdida de apetito', 'dolor torácico']"
D0569,Catarata nuclear,Enfermedades oftalmológicas,"['asma', 'infección', 'cáncer', 'artritis', 'eczema', 'inflamación']","['náuseas', 'dificultad para respirar', 'sangrado', 'dolor de cabeza', 'vómitos', 'dolor abdominal']"
D0570,Glaucoma de ángulo abierto,Enfermedades oftalmológicas,"['infección', 'cáncer', 'epilepsia', 'dolor', 'inflamación', 'depresión']","['pérdida de apetito', 'visión borrosa', 'diarrea', 'dolor torácico', 'dolor abdominal', 'problemas para dormir']"
D0571,Otitis media aguda,Enfermedades otorrinolaringológicas,"['diabetes', 'problema cardíaco', 'epilepsia', 'ictus', 'ataque al corazón', 'problema digestivo']","['sangrado', 'dolor abdominal', 'dificultad para respirar', 'pérdida de peso', 'vómitos', 'pérdida de apetito']"
D0572,Rinitis alérgica estacional,Enfermedades otorrinolaringológicas,"['hipotiroidismo', 'inflamación', 'eczema', 'problema digestivo', 'artritis', 'asma']","['sangrado', 'problemas para dormir', 'pérdida de peso', 'fatiga', 'hinchazón', 'mareos']"
D0573,Amigdalitis bacteriana,Enfermedades otorrinolaringológicas,"['artritis', 'diabetes', 'azúcar en sangre', 'ansiedad', 'presión alta', 'eczema']","['sangrado', 'dificultad para respirar', 'dolor torácico', 'pérdida de apetito', 'visión borrosa', 'pérdida de peso']"
D0574,Sinusitis maxilar crónica,Enfermedades otorrinolaringológicas,"['presión alta', 'asma', 'ansiedad', 'problema digestivo', 'epilepsia', 'ataque al corazón']","['sangrado', 'fatiga', 'pérdida de peso', 'fiebre', 'visión borrosa', 'dolor abdominal']"
D0575,Hipoacusia neurosensorial bilateral,Enfermedades otorrinolaringológicas,"['problema cardíaco', 'presión alta', 'artritis', 'azúcar en sangre', 'asma', 'cáncer']","['diarrea', 'pérdida de peso', 'hinchazón', 'problemas para dormir', 'náuseas', 'dificultad para respirar']"
D0576,Vértigo posicional paroxístico benigno,Enfermedades otorrinolaringológicas,"['infección', 'artritis', 'inflamación', 'ataque al corazón', 'cáncer', 'epilepsia']","['pérdida de peso', 'fatiga', 'confusión', 'problemas para dormir', 'diarrea', 'mareos']"
D0577,Laringitis viral,Enfermedades otorrinolaringológicas,"['problema cardíaco', 'artritis', 'epilepsia', 'ataque al corazón', 'dolor', 'ansiedad']","['fiebre', 'pérdida de peso', 'tos', 'dolor abdominal', 'dolor de cabeza', 'fatiga']"
D0578,Otitis media aguda,Enfermedades otorrinolaringológicas,"['ictus', 'epilepsia', 'colesterol', 'depresión', 'problema cardíaco', 'presión alta']","['tos', 'dificultad para respirar', 'dolor de cabeza', 'visión borrosa', 'dolor torácico', 'fiebre']"
D0579,Rinitis alérgica estacional,Enfermedades otorrinolaringológicas,"['problema digestivo', 'azúcar en sangre', 'asma', 'infección', 'depresión', 'diabetes']","['fiebre', 'tos', 'pérdida de memoria', 'pérdida de peso', 'mareos', 'problemas para dormir']"
D0580,Amigdalitis bacteriana,Enfermedades otorrinolaringológicas,"['inflamación', 'presión alta', 'ataque al corazón', 'cáncer', 'alergia', 'ansiedad']","['hinchazón', 'confusión', 'diarrea', 'fatiga', 'dolor abdominal', 'mareos']"
D0581,Sinusitis maxilar crónica,Enfermedades otorrinolaringológicas,"['infección', 'azúcar en sangre', 'ataque al corazón', 'cáncer', 'epilepsia', 'alergia']","['visión borrosa', 'pérdida de apetito', 'fiebre', 'vómitos', 'pérdida de memoria', 'hinchazón']"
D0582,Hipoacusia neurosensorial bilateral,Enfermedades otorrinolaringológicas,"['cáncer', 'ictus', 'hipotiroidismo', 'infección', 'problema digestivo', 'azúcar en sangre']","['fiebre', 'confusión', 'pérdida de memoria', 'pérdida de peso', 'vómitos', 'pérdida de apetito']"
D0583,Vértigo posicional paroxístico benigno,Enfermedades otorrinolaringológicas,"['ataque al corazón', 'artritis', 'colesterol', 'diabetes', 'presión alta', 'eczema']","['dolor de cabeza', 'fatiga', 'problemas para dormir', 'pérdida de apetito', 'náuseas', 'visión borrosa']"
D0584,Laringitis viral,Enfermedades otorrinolaringológicas,"['ataque al corazón', 'alergia', 'eczema', 'epilepsia', 'presión alta', 'dolor']","['mareos', 'diarrea', 'dolor de cabeza', 'hinchazón', 'sangrado', 'fatiga']"
D0585,Otitis media aguda,Enfermedades otorrinolaringológicas,"['ataque al corazón', 'ansiedad', 'cáncer', 'alergia', 'depresión', 'problema digestivo']","['confusión', 'dolor de cabeza', 'sangrado', 'diarrea', 'dolor abdominal', 'visión borrosa']"
D0586,Rinitis alérgica estacional,Enfermedades otorrinolaringológicas,"['asma', 'problema digestivo', 'inflamación', 'dolor', 'cáncer', 'eczema']","['mareos', 'náuseas', 'pérdida de peso', 'dolor torácico', 'fatiga', 'sangrado']"
D0587,Amigdalitis bacteriana,Enfermedades otorrinolaringológicas,"['ictus', 'infección', 'diabetes', 'problema digestivo', 'asma', 'dolor']","['dolor torácico', 'sangrado', 'pérdida de apetito', 'problemas para dormir', 'pérdida de memoria', 'visión borrosa']"
D0588,Sinusitis maxilar crónica,Enfermedades otorrinolaringológicas,"['alergia', 'artritis', 'ansiedad', 'epilepsia', 'dolor', 'cáncer']","['náuseas', 'mareos', 'pérdida de peso', 'tos', 'pérdida de apetito', 'dolor de cabeza']"
D0589,Hipoacusia neurosensorial bilateral,Enfermedades otorrinolaringológicas,"['diabetes', 'azúcar en sangre', 'hipotiroidismo', 'presión alta', 'problema digestivo', 'ataque al corazón']","['tos', 'dolor de cabeza', 'diarrea', 'sangrado', 'hinchazón', 'pérdida de apetito']"
D0590,Vértigo posicional paroxístico benigno,Enfermedades otorrinolaringológicas,"['inflamación', 'infección', 'depresión', 'asma', 'artritis', 'problema digestivo']","['mareos', 'tos', 'dolor de cabeza', 'pérdida de memoria', 'vómitos', 'dolor torácico']"
D0591,Laringitis viral,Enfermedades otorrinolaringológicas,"['problema digestivo', 'cáncer', 'ansiedad', 'infección', 'epilepsia', 'problema cardíaco']","['pérdida de memoria', 'mareos', 'visión borrosa', 'dificultad para respirar', 'diarrea', 'confusión']"
D0592,Otitis media aguda,Enfermedades otorrinolaringológicas,"['alergia', 'diabetes', 'problema digestivo', 'artritis', 'problema cardíaco', 'epilepsia']","['sangrado', 'visión borrosa', 'pérdida de apetito', 'pérdida de memoria', 'diarrea', 'dolor de cabeza']"
D0593,Rinitis alérgica estacional,Enfermedades otorrinolaringológicas,"['eczema', 'colesterol', 'problema digestivo', 'ataque al corazón', 'alergia', 'ansiedad']","['sangrado', 'confusión', 'tos', 'pérdida de peso', 'fatiga', 'náuseas']"
D0594,Amigdalitis bacteriana,Enfermedades otorrinolaringológicas,"['problema digestivo', 'infección', 'epilepsia', 'alergia', 'inflamación', 'hipotiroidismo']","['fiebre', 'dolor abdominal', 'visión borrosa', 'dolor torácico', 'dolor de cabeza', 'náuseas']"
D0595,Sinusitis maxilar crónica,Enfermedades otorrinolaringológicas,"['depresión', 'infección', 'diabetes', 'presión alta', 'eczema', 'colesterol']","['dificultad para respirar', 'fatiga', 'pérdida de apetito', 'vómitos', 'mareos', 'diarrea']"
D0596,Hipoacusia neurosensorial bilateral,Enfermedades otorrinolaringológicas,"['cáncer', 'infección', 'epilepsia', 'ataque al corazón', 'problema digestivo', 'presión alta']","['confusión', 'tos', 'dolor abdominal', 'pérdida de memoria', 'vómitos', 'pérdida de peso']"
D0597,Vértigo posicional paroxístico benigno,Enfermedades otorrinolaringológicas,"['inflamación', 'epilepsia', 'cáncer', 'dolor', 'diabetes', 'problema digestivo']","['problemas para dormir', 'dificultad para respirar', 'vómitos', 'sangrado', 'dolor torácico', 'pérdida de peso']"
D0598,Laringitis viral,Enfermedades otorrinolaringológicas,"['eczema', 'infección', 'epilepsia', 'presión alta', 'problema digestivo', 'diabetes']","['sangrado', 'diarrea', 'confusión', 'tos', 'fiebre', 'pérdida de memoria']"
D0599,Otitis media aguda,Enfermedades otorrinolaringológicas,"['diabetes', 'depresión', 'presión alta', 'ansiedad', 'problema digestivo', 'artritis']","['fiebre', 'vómitos', 'visión borrosa', 'pérdida de peso', 'diarrea', 'confusión']"
D0600,Rinitis alérgica estacional,Enfermedades otorrinolaringológicas,"['infección', 'alergia', 'artritis', 'epilepsia', 'eczema', 'depresión']","['pérdida de apetito', 'visión borrosa', 'pérdida de memoria', 'confusión', 'dolor abdominal', 'fatiga']"
D0601,Anemia ferropénica severa,Enfermedades hematológicas,"['inflamación', 'depresión', 'dolor', 'diabetes', 'problema digestivo', 'artritis']","['pérdida de memoria', 'mareos', 'pérdida de peso', 'sangrado', 'dolor de cabeza', 'problemas para dormir']"
D0602,Talasemia mayor,Enfermedades hematológicas,"['inflamación', 'ansiedad', 'asma', 'diabetes', 'cáncer', 'infección']","['mareos', 'sangrado', 'fatiga', 'dolor torácico', 'vómitos', 'tos']"
D0603,Linfoma no Hodgkin,Enfermedades hematológicas,"['ataque al corazón', 'inflamación', 'diabetes', 'epilepsia', 'dolor', 'infección']","['hinchazón', 'dolor abdominal', 'dolor torácico', 'fatiga', 'confusión', 'náuseas']"
D0604,Mieloma múltiple,Enfermedades hematológicas,"['diabetes', 'epilepsia', 'ansiedad', 'presión alta', 'cáncer', 'hipotiroidismo']","['problemas para dormir', 'dolor abdominal', 'tos', 'fiebre', 'visión borrosa', 'diarrea']"
D0605,Trombocitopenia inmune,Enfermedades hematológicas,"['hipotiroidismo', 'eczema', 'dolor', 'problema cardíaco', 'ansiedad', 'ataque al corazón']","['pérdida de peso', 'dolor abdominal', 'dolor torácico', 'diarrea', 'náuseas', 'confusión']"
D0606,Hemofilia A moderada,Enfermedades hematológicas,"['diabetes', 'hipotiroidismo', 'depresión', 'ansiedad', 'infección', 'problema cardíaco']","['visión borrosa', 'diarrea', 'sangrado', 'pérdida de peso', 'dolor de cabeza', 'vómitos']"
D0607,Síndrome mielodisplásico,Enfermedades hematológicas,"['inflamación', 'ictus', 'presión alta', 'ataque al corazón', 'depresión', 'artritis']","['dolor de cabeza', 'hinchazón', 'fiebre', 'fatiga', 'diarrea', 'náuseas']"
D0608,Anemia ferropénica severa,Enfermedades hematológicas,"['azúcar en sangre', 'depresión', 'inflamación', 'ataque al corazón', 'hipotiroidismo', 'asma']","['dolor abdominal', 'confusión', 'fatiga', 'problemas para dormir', 'fiebre', 'dificultad para respirar']"
D0609,Talasemia mayor,Enfermedades hematológicas,"['colesterol', 'alergia', 'cáncer', 'ansiedad', 'infección', 'inflamación']","['confusión', 'problemas para dormir', 'pérdida de peso', 'náuseas', 'dolor torácico', 'vómitos']"
D0610,Linfoma no Hodgkin,Enfermedades hematológicas,"['ataque al corazón', 'colesterol', 'cáncer', 'alergia', 'depresión', 'azúcar en sangre']","['vómitos', 'confusión', 'dolor torácico', 'dificultad para respirar', 'pérdida de apetito', 'pérdida de peso']"
D0611,Mieloma múltiple,Enfermedades hematológicas,"['depresión', 'artritis', 'ictus', 'hipotiroidismo', 'inflamación', 'problema digestivo']","['confusión', 'dolor abdominal', 'visión borrosa', 'dolor torácico', 'pérdida de memoria', 'dificultad para respirar']"
D0612,Trombocitopenia inmune,Enfermedades hematológicas,"['cáncer', 'alergia', 'infección', 'depresión', 'colesterol', 'artritis']","['tos', 'pérdida de apetito', 'dificultad para respirar', 'problemas para dormir', 'fatiga', 'pérdida de peso']"
D0613,Hemofilia A moderada,Enfermedades hematológicas,"['epilepsia', 'infección', 'colesterol', 'eczema', 'depresión', 'asma']","['pérdida de peso', 'problemas para dormir', 'dolor abdominal', 'fiebre', 'pérdida de memoria', 'mareos']"
D0614,Síndrome mielodisplásico,Enfermedades hematológicas,"['epilepsia', 'infección', 'azúcar en sangre', 'problema digestivo', 'artritis', 'inflamación']","['dolor de cabeza', 'pérdida de apetito', 'mareos', 'pérdida de memoria', 'fatiga', 'diarrea']"
D0615,Anemia ferropénica severa,Enfermedades hematológicas,"['artritis', 'ictus', 'epilepsia', 'infección', 'azúcar en sangre', 'eczema']","['visión borrosa', 'vómitos', 'mareos', 'pérdida de apetito', 'pérdida de memoria', 'confusión']"
D0616,Talasemia mayor,Enfermedades hematológicas,"['azúcar en sangre', 'ictus', 'problema cardíaco', 'cáncer', 'infección', 'artritis']","['visión borrosa', 'dificultad para respirar', 'problemas para dormir', 'dolor de cabeza', 'pérdida de memoria', 'confusión']"
D0617,Linfoma no Hodgkin,Enfermedades hematológicas,"['ansiedad', 'hipotiroidismo', 'inflamación', 'azúcar en sangre', 'artritis', 'cáncer']","['sangrado', 'problemas para dormir', 'náuseas', 'visión borrosa', 'pérdida de apetito', 'hinchazón']"
D0618,Mieloma múltiple,Enfermedades hematológicas,"['problema digestivo', 'epilepsia', 'cáncer', 'ictus', 'presión alta', 'colesterol']","['hinchazón', 'fatiga', 'sangrado', 'dolor torácico', 'pérdida de peso', 'tos']"
D0619,Trombocitopenia inmune,Enfermedades hematológicas,"['colesterol', 'epilepsia', 'hipotiroidismo', 'dolor', 'azúcar en sangre', 'infección']","['dolor abdominal', 'problemas para dormir', 'fiebre', 'sangrado', 'tos', 'dolor de cabeza']"
D0620,Hemofilia A moderada,Enfermedades hematológicas,"['cáncer', 'presión alta', 'dolor', 'depresión', 'eczema', 'epilepsia']","['dolor de cabeza', 'náuseas', 'dolor abdominal', 'visión borrosa', 'sangrado', 'fatiga']"
D0621,Síndrome mielodisplásico,Enfermedades hematológicas,"['diabetes', 'asma', 'presión alta', 'depresión', 'ictus', 'eczema']","['tos', 'dificultad para respirar', 'visión borrosa', 'diarrea', 'sangrado', 'fiebre']"
D0622,Anemia ferropénica severa,Enfermedades hematológicas,"['dolor', 'problema cardíaco', 'problema digestivo', 'depresión', 'ataque al corazón', 'eczema']","['pérdida de apetito', 'náuseas', 'fatiga', 'vómitos', 'fiebre', 'tos']"
D0623,Talasemia mayor,Enfermedades hematológicas,"['epilepsia', 'eczema', 'presión alta', 'depresión', 'alergia', 'asma']","['dolor torácico', 'problemas para dormir', 'pérdida de apetito', 'fiebre', 'náuseas', 'dolor abdominal']"
D0624,Linfoma no Hodgkin,Enfermedades hematológicas,"['artritis', 'ansiedad', 'diabetes', 'epilepsia', 'colesterol', 'presión alta']","['dolor de cabeza', 'mareos', 'dificultad para respirar', 'sangrado', 'visión borrosa', 'diarrea']"
D0625,Mieloma múltiple,Enfermedades hematológicas,"['dolor', 'cáncer', 'artritis', 'epilepsia', 'infección', 'problema cardíaco']","['sangrado', 'pérdida de peso', 'dolor de cabeza', 'visión borrosa', 'dificultad para respirar', 'mareos']"
D0626,Trombocitopenia inmune,Enfermedades hematológicas,"['diabetes', 'problema cardíaco', 'eczema', 'artritis', 'cáncer', 'depresión']","['confusión', 'fatiga', 'fiebre', 'pérdida de apetito', 'diarrea', 'dolor de cabeza']"
D0627,Hemofilia A moderada,Enfermedades hematológicas,"['problema cardíaco', 'problema digestivo', 'ictus', 'presión alta', 'alergia', 'asma']","['tos', 'pérdida de apetito', 'vómitos', 'hinchazón', 'visión borrosa', 'dificultad para respirar']"
D0628,Síndrome mielodisplásico,Enfermedades hematológicas,"['diabetes', 'epilepsia', 'ataque al corazón', 'hipotiroidismo', 'ictus', 'depresión']","['dolor de cabeza', 'sangrado', 'visión borrosa', 'mareos', 'confusión', 'dolor abdominal']"
D0629,Anemia ferropénica severa,Enfermedades hematológicas,"['artritis', 'ictus', 'infección', 'eczema', 'cáncer', 'hipotiroidismo']","['dificultad para respirar', 'dolor torácico', 'sangrado', 'fatiga', 'hinchazón', 'pérdida de memoria']"
D0630,Talasemia mayor,Enfermedades hematológicas,"['problema cardíaco', 'ansiedad', 'ataque al corazón', 'asma', 'dolor', 'depresión']","['pérdida de peso', 'confusión', 'pérdida de memoria', 'dolor abdominal', 'fatiga', 'dificultad para respirar']"
D0631,Varicela no complicada,Enfermedades pediátricas,"['epilepsia', 'infección', 'azúcar en sangre', 'depresión', 'presión alta', 'dolor']","['hinchazón', 'diarrea', 'dolor de cabeza', 'confusión', 'problemas para dormir', 'fatiga']"
D0632,Sarampión con complicaciones respiratorias,Enfermedades pediátricas,"['hipotiroidismo', 'diabetes', 'presión alta', 'dolor', 'problema digestivo', 'eczema']","['dolor de cabeza', 'problemas para dormir', 'diarrea', 'dolor abdominal', 'náuseas', 'confusión']"
D0633,Paperas bilaterales,Enfermedades pediátricas,"['problema cardíaco', 'alergia', 'ansiedad', 'hipotiroidismo', 'ataque al corazón', 'colesterol']","['dolor abdominal', 'visión borrosa', 'diarrea', 'hinchazón', 'mareos', 'tos']"
D0634,Bronquiolitis viral,Enfermedades pediátricas,"['ataque al corazón', 'ansiedad', 'alergia', 'artritis', 'ictus', 'inflamación']","['fiebre', 'hinchazón', 'visión borrosa', 'pérdida de apetito', 'confusión', 'problemas para dormir']"
D0635,Diarrea aguda por rotavirus,Enfermedades pediátricas,"['eczema', 'depresión', 'problema cardíaco', 'ictus', 'infección', 'alergia']","['pérdida de memoria', 'náuseas', 'fatiga', 'vómitos', 'fiebre', 'confusión']"
D0636,Dermatitis del pañal,Enfermedades pediátricas,"['artritis', 'alergia', 'hipotiroidismo', 'azúcar en sangre', 'ansiedad', 'problema digestivo']","['visión borrosa', 'diarrea', 'dificultad para respirar', 'sangrado', 'fatiga', 'hinchazón']"
D0637,Síndrome de Kawasaki,Enfermedades pediátricas,"['azúcar en sangre', 'problema cardíaco', 'inflamación', 'ictus', 'diabetes', 'hipotiroidismo']","['dolor de cabeza', 'pérdida de peso', 'pérdida de apetito', 'diarrea', 'dolor abdominal', 'dificultad para respirar']"
D0638,Varicela no complicada,Enfermedades pediátricas,"['hipotiroidismo', 'infección', 'inflamación', 'asma', 'ictus', 'dolor']","['dolor de cabeza', 'mareos', 'sangrado', 'pérdida de apetito', 'visión borrosa', 'dolor torácico']"
D0639,Sarampión con complicaciones respiratorias,Enfermedades pediátricas,"['eczema', 'azúcar en sangre', 'asma', 'depresión', 'cáncer', 'alergia']","['pérdida de apetito', 'dolor de cabeza', 'sangrado', 'náuseas', 'dolor abdominal', 'pérdida de peso']"
D0640,Paperas bilaterales,Enfermedades pediátricas,"['inflamación', 'colesterol', 'azúcar en sangre', 'dolor', 'ictus', 'alergia']","['tos', 'pérdida de peso', 'confusión', 'pérdida de memoria', 'náuseas', 'dolor torácico']"
D0641,Bronquiolitis viral,Enfermedades pediátricas,"['azúcar en sangre', 'diabetes', 'ictus', 'dolor', 'ansiedad', 'artritis']","['dolor de cabeza', 'fiebre', 'confusión', 'vómitos', 'problemas para dormir', 'pérdida de peso']"
D0642,Diarrea aguda por rotavirus,Enfermedades pediátricas,"['colesterol', 'problema digestivo', 'epilepsia', 'asma', 'inflamación', 'problema cardíaco']","['pérdida de apetito', 'dificultad para respirar', 'dolor de cabeza', 'sangrado', 'dolor torácico', 'fatiga']"
D0643,Dermatitis del pañal,Enfermedades pediátricas,"['artritis', 'epilepsia', 'ansiedad', 'inflamación', 'eczema', 'diabetes']","['náuseas', 'dolor abdominal', 'dolor de cabeza', 'tos', 'pérdida de memoria', 'dolor torácico']"
D0644,Síndrome de Kawasaki,Enfermedades pediátricas,"['dolor', 'ictus', 'artritis', 'problema digestivo', 'eczema', 'inflamación']","['pérdida de peso', 'diarrea', 'sangrado', 'pérdida de apetito', 'dolor torácico', 'vómitos']"
D0645,Varicela no complicada,Enfermedades pediátricas,"['depresión', 'artritis', 'problema cardíaco', 'alergia', 'epilepsia', 'colesterol']","['náuseas', 'dificultad para respirar', 'visión borrosa', 'dolor de cabeza', 'vómitos', 'hinchazón']"
D0646,Sarampión con complicaciones respiratorias,Enfermedades pediátricas,"['eczema', 'artritis', 'problema digestivo', 'depresión', 'ictus', 'dolor']","['dolor torácico', 'fiebre', 'dificultad para respirar', 'hinchazón', 'pérdida de memoria', 'tos']"
D0647,Paperas bilaterales,Enfermedades pediátricas,"['azúcar en sangre', 'diabetes', 'problema cardíaco', 'asma', 'dolor', 'presión alta']","['problemas para dormir', 'fiebre', 'visión borrosa', 'náuseas', 'pérdida de apetito', 'hinchazón']"
D0648,Bronquiolitis viral,Enfermedades pediátricas,"['epilepsia', 'ictus', 'presión alta', 'hipotiroidismo', 'alergia', 'ansiedad']","['pérdida de apetito', 'visión borrosa', 'diarrea', 'confusión', 'dificultad para respirar', 'fatiga']"
D0649,Diarrea aguda por rotavirus,Enfermedades pediátricas,"['asma', 'presión alta', 'ansiedad', 'azúcar en sangre', 'ataque al corazón', 'eczema']","['problemas para dormir', 'vómitos', 'pérdida de peso', 'pérdida de apetito', 'pérdida de memoria', 'diarrea']"
D0650,Dermatitis del pañal,Enfermedades pediátricas,"['presión alta', 'inflamación', 'eczema', 'dolor', 'problema cardíaco', 'ansiedad']","['fiebre', 'sangrado', 'pérdida de peso', 'náuseas', 'dificultad para respirar', 'dolor torácico']"
D0651,Síndrome de Kawasaki,Enfermedades pediátricas,"['diabetes', 'asma', 'presión alta', 'hipotiroidismo', 'ataque al corazón', 'depresión']","['tos', 'náuseas', 'dolor abdominal', 'confusión', 'hinchazón', 'sangrado']"
D0652,Varicela no complicada,Enfermedades pediátricas,"['diabetes', 'depresión', 'infección', 'alergia', 'ansiedad', 'ictus']","['vómitos', 'tos', 'dolor abdominal', 'sangrado', 'dolor torácico', 'confusión']"
D0653,Sarampión con complicaciones respiratorias,Enfermedades pediátricas,"['presión alta', 'alergia', 'eczema', 'inflamación', 'colesterol', 'depresión']","['náuseas', 'visión borrosa', 'problemas para dormir', 'fatiga', 'pérdida de apetito', 'sangrado']"
D0654,Paperas bilaterales,Enfermedades pediátricas,"['problema digestivo', 'ataque al corazón', 'eczema', 'inflamación', 'alergia', 'ansiedad']","['dolor de cabeza', 'fatiga', 'mareos', 'diarrea', 'fiebre', 'hinchazón']"
D0655,Bronquiolitis viral,Enfermedades pediátricas,"['ictus', 'epilepsia', 'hipotiroidismo', 'azúcar en sangre', 'eczema', 'depresión']","['pérdida de peso', 'hinchazón', 'pérdida de apetito', 'fatiga', 'tos', 'problemas para dormir']"
D0656,Diarrea aguda por rotavirus,Enfermedades pediátricas,"['cáncer', 'ataque al corazón', 'inflamación', 'problema digestivo', 'epilepsia', 'azúcar en sangre']","['dolor abdominal', 'náuseas', 'vómitos', 'fatiga', 'fiebre', 'pérdida de peso']"
D0657,Dermatitis del pañal,Enfermedades pediátricas,"['colesterol', 'dolor', 'azúcar en sangre', 'problema digestivo', 'ansiedad', 'inflamación']","['fiebre', 'pérdida de peso', 'dolor de cabeza', 'náuseas', 'vómitos', 'problemas para dormir']"
D0658,Síndrome de Kawasaki,Enfermedades pediátricas,"['colesterol', 'infección', 'artritis', 'alergia', 'presión alta', 'diabetes']","['visión borrosa', 'sangrado', 'pérdida de apetito', 'mareos', 'dolor de cabeza', 'confusión']"
D0659,Varicela no complicada,Enfermedades pediátricas,"['hipotiroidismo', 'dolor', 'depresión', 'presión alta', 'alergia', 'ataque al corazón']","['pérdida de apetito', 'hinchazón', 'tos', 'pérdida de peso', 'pérdida de memoria', 'vómitos']"
D0660,Sarampión con complicaciones respiratorias,Enfermedades pediátricas,"['artritis', 'problema cardíaco', 'epilepsia', 'inflamación', 'alergia', 'eczema']","['pérdida de memoria', 'mareos', 'sangrado', 'pérdida de peso', 'vómitos', 'hinchazón']"
D0661,Endometriosis ovárica,Enfermedades ginecológicas,"['ataque al corazón', 'epilepsia', 'asma', 'infección', 'artritis', 'alergia']","['dificultad para respirar', 'hinchazón', 'visión borrosa', 'dolor torácico', 'sangrado', 'dolor de cabeza']"
D0662,Síndrome de ovario poliquístico resistente a insulina,Enfermedades ginecológicas,"['depresión', 'presión alta', 'cáncer', 'ictus', 'ataque al corazón', 'ansiedad']","['fatiga', 'vómitos', 'pérdida de memoria', 'hinchazón', 'dolor de cabeza', 'sangrado']"
D0663,Miomas uterinos múltiples,Enfermedades ginecológicas,"['depresión', 'asma', 'epilepsia', 'ictus', 'ataque al corazón', 'eczema']","['problemas para dormir', 'dolor de cabeza', 'tos', 'náuseas', 'fatiga', 'vómitos']"
D0664,Cáncer de cuello uterino invasivo,Enfermedades ginecológicas,"['inflamación', 'azúcar en sangre', 'ataque al corazón', 'infección', 'presión alta', 'ansiedad']","['tos', 'dolor torácico', 'náuseas', 'mareos', 'visión borrosa', 'sangrado']"
D0665,Dismenorrea primaria,Enfermedades ginecológicas,"['eczema', 'cáncer', 'dolor', 'artritis', 'ansiedad', 'ictus']","['visión borrosa', 'pérdida de memoria', 'tos', 'fatiga', 'dolor abdominal', 'dolor de cabeza']"
D0666,Menopausia precoz,Enfermedades ginecológicas,"['problema digestivo', 'alergia', 'depresión', 'colesterol', 'ataque al corazón', 'eczema']","['fatiga', 'náuseas', 'dolor abdominal', 'diarrea', 'problemas para dormir', 'pérdida de peso']"
D0667,Quiste ovárico funcional,Enfermedades ginecológicas,"['diabetes', 'ataque al corazón', 'infección', 'epilepsia', 'azúcar en sangre', 'artritis']","['fatiga', 'confusión', 'hinchazón', 'problemas para dormir', 'mareos', 'pérdida de memoria']"
